query,intent
ExpressJet Airlines 8091 flight time?,status
did us airways7400 get in,status
jetblue airways b66556 gate time?,status
is pnr wuk57j's flight on time?,status
is ha flight666 delayed?,status
is flight spirit air lines 3371 on time,status
Mesa Airlines 987 arrival time?,status
american eagle airlines 7207 gate time?,status
MQ 7166 arrival?,status
status of American airlines 9764?,status
when allegiant1033 arrives,status
when american 367 arrives?,status
Did f97186 come in,status
Did MQ 8384 arrive,status
united air lines 5010 arrival?,status
Did AirTran 9204 arrive?,status
delta air lines dl8362 time?,status
is qx7949 delayed?,status
what's the status of united 9427,status
is alaska as 3687 late,status
PSA airlines 8291 gate time,status
is flight fl 9011 at the gate?,status
find me the status of us20,status
PNR yxqj32 arrival time,status
find the status of fl 6458,status
is flight hawaiian 1511 at the gate?,status
is ha flight8028 here,status
what time will record loc cdcv64 get in,status
horizon3661 arrives?,status
when will the flight for pnr v8s5qe get in,status
When does spirit5774 arrive?,status
southwest 309 arrive?,status
Check recloc n57ziu flight.,status
Find me the status of YV 1941,status
Mesa 8762 status?,status
as 4767 arrives,status
what gate will pnr jdxr23 flight use?,status
Check record locator pl17en flight.,status
where is us flight 4157?,status
was Horizon qx 6279 late?,status
us airways 9988 flight time?,status
yx 8186 arrival time?,status
is vx 3523 late?,status
Endeavor air 3600 flight time,status
is ev1442 late?,status
Is flight aa 7850 at the gate,status
did ExpressJetexpressjet 9805 get in,status
WN4166 arrival time?,status
wn2713 flight time?,status
ExpressJet Airlines3587 on time?,status
pnr dusu66 flight status,status
Hawaiian Airlines7928 gate time?,status
whats the status of nk238,status
endeavor air7265 arrival time,status
republic airline2620 on time?,status
AA 7694 time?,status
status of AirTranAirways 7986,status
did psa 6681 get in?,status
Is flight VX 6850 at the gate?,status
status of Endeavor 6008,status
status of US9953,status
skywest airlines7048 gate time,status
Is ua7680 on schedule,status
Is flight AA 4943 on time?,status
mesa7908 arrive?,status
find me the status of jetblue2514,status
Did g45139 arrive,status
is american eagle 3985 postponed?,status
is flight SkyWestAirlines 9115 on time,status
Did skywest 5005 get in,status
AirTran airways 4060 arrival time,status
is yx 5587 ahead of schedule?,status
united 1575 arrives?,status
HorizonAir6167 arrival,status
when does pnr bs66rz arrive?,status
Is flight UnitedAir Lines5020 on time,status
Is flight f9 9369 on time,status
Check PNR lyha97 flight.,status
is endeavor 4174 late,status
Is spirit flight 5310 at the gate,status
did united 5861 get in,status
give me the status of skywest 9454,status
find the status of 9e8532,status
was spirit air lines 3461 cancelled?,status
is psa airlines flight 5164 at the gate,status
spirit air lines211 time?,status
Virgin America1372 flight time?,status
Find status for AA 8259,status
where is frontierairlines flight7178?,status
did vrm29a get in,status
did yv2502 get in,status
is flight g48351 on time,status
when jetblue 81 arrive,status
is united8248 postponed?,status
did WN 8593 get in,status
us airways4859 arrival time?,status
was psa3636 late?,status
is flight as1620 at the gate,status
airtran airways3565 flight time?,status
was united8792 late,status
Give me the status of B6 3209,status
When does hawaiian 6690 arrive?,status
when does US 5036 arrive,status
hawaiian4362 arrival,status
qx3500 arrival time?,status
What's the status of AS2077?,status
where is american airlines 8175?,status
when endeavor4897 arrive?,status
is us 9336 late,status
did endeavor 6866 come in?,status
republic yx 1551 flight time?,status
status of YV 3548,status
give the status of mq1569,status
